cost_id;employee_id;month;salary_cost;benefits_cost;operational_cost
322;33;1/10/2024;9880.91;3952.36;670.9
323;33;1/11/2024;10040.54;4016.22;706.95
324;33;1/12/2024;9767.22;3906.89;667.93
325;34;1/12/2024;4624.71;924.94;432.55
326;35;1/01/2024;8881.25;3108.44;364.79
327;35;1/02/2024;8651.44;3028.0;397.0
328;35;1/03/2024;8668.8;3034.08;419.71
329;35;1/04/2024;8898.25;3114.39;427.53
330;35;1/05/2024;8743.02;3060.06;428.81
331;35;1/06/2024;8961.87;3136.65;410.71
332;35;1/07/2024;8933.4;3126.69;381.35
333;35;1/08/2024;8689.19;3041.22;372.85
334;35;1/09/2024;8863.87;3102.35;378.89
335;35;1/10/2024;8667.97;3033.79;372.0
336;35;1/11/2024;8575.87;3001.55;423.76
337;35;1/12/2024;8699.45;3044.81;398.83
338;36;1/11/2024;11969.63;4787.85;540.57
339;36;1/12/2024;11838.1;4735.24;477.27
340;37;1/05/2024;5216.26;1825.69;286.67
341;37;1/06/2024;5155.12;1804.29;308.66
342;37;1/07/2024;5025.04;1758.76;313.35
343;37;1/08/2024;5214.36;1825.03;273.32
344;37;1/09/2024;5243.59;1835.26;288.83
345;37;1/10/2024;5090.47;1781.66;273.81
346;37;1/11/2024;5258.58;1840.5;323.81
347;37;1/12/2024;5186.07;1815.12;323.14
348;38;1/01/2024;3569.04;713.81;320.57
349;38;1/02/2024;3463.61;692.72;304.26
350;38;1/03/2024;3509.74;701.95;277.24
351;38;1/04/2024;3538.38;707.68;304.83
352;38;1/05/2024;3557.74;711.55;301.52
353;38;1/06/2024;3509.08;701.82;275.41
354;38;1/07/2024;3527.13;705.43;316.39
355;38;1/08/2024;3477.12;695.42;319.94
356;38;1/09/2024;3551.13;710.23;318.35
357;38;1/10/2024;3552.3;710.46;326.13
358;38;1/11/2024;3460.46;692.09;276.41
359;38;1/12/2024;3459.78;691.96;286.47
360;39;1/01/2024;3602.43;720.49;273.36
361;39;1/02/2024;3544.44;708.89;311.98
362;39;1/03/2024;3470.41;694.08;302.74
363;39;1/04/2024;3534.12;706.82;284.78
364;39;1/05/2024;3499.42;699.88;317.06
365;39;1/06/2024;3476.03;695.21;298.51
366;39;1/07/2024;3515.26;703.05;288.49
367;39;1/08/2024;3564.14;712.83;324.31
368;39;1/09/2024;3456.65;691.33;314.37
369;39;1/10/2024;3591.17;718.23;273.28
370;39;1/11/2024;3612.04;722.41;310.3
371;39;1/12/2024;3495.06;699.01;293.08
372;40;1/12/2024;7669.37;2684.28;432.25
373;41;1/05/2024;5779.72;1444.93;284.18
374;41;1/06/2024;5753.16;1438.29;270.47
375;41;1/07/2024;5901.95;1475.49;325.65
376;41;1/08/2024;5889.66;1472.41;288.05
377;41;1/09/2024;5894.94;1473.73;315.4
378;41;1/10/2024;5711.55;1427.89;321.57
379;41;1/11/2024;5672.16;1418.04;296.33
380;41;1/12/2024;5717.22;1429.31;318.73
381;42;1/01/2024;7725.23;2703.83;429.66
382;42;1/02/2024;7456.51;2609.78;475.15
383;42;1/03/2024;7612.46;2664.36;471.32
384;42;1/04/2024;7777.2;2722.02;434.94
385;42;1/05/2024;7586.19;2655.17;487.67
386;42;1/06/2024;7464.2;2612.47;419.43
387;42;1/07/2024;7525.04;2633.76;410.97
388;42;1/08/2024;7585.63;2654.97;470.63
389;42;1/09/2024;7633.69;2671.79;434.41
390;42;1/10/2024;7689.57;2691.35;473.58
391;42;1/11/2024;7669.17;2684.21;421.54
392;42;1/12/2024;7594.17;2657.96;462.7
393;43;1/05/2024;4962.2;1736.77;384.44
394;43;1/06/2024;5056.36;1769.73;368.87
395;43;1/07/2024;4974.61;1741.11;417.09
396;43;1/08/2024;5104.43;1786.55;411.93
397;43;1/09/2024;4944.66;1730.63;407.52
398;43;1/10/2024;5014.89;1755.21;435.15
399;43;1/11/2024;5025.2;1758.82;429.88
400;43;1/12/2024;4945.51;1730.93;373.88
401;44;1/06/2024;5352.63;1338.16;478.18
402;44;1/07/2024;5287.31;1321.83;486.76
403;44;1/08/2024;5370.33;1342.58;487.73
404;44;1/09/2024;5488.84;1372.21;507.04
405;44;1/10/2024;5270.21;1317.55;452.3
406;44;1/11/2024;5414.66;1353.66;511.2
407;44;1/12/2024;5326.07;1331.52;458.9
408;45;1/01/2024;3630.79;726.16;535.18
409;45;1/02/2024;3592.04;718.41;511.8
410;45;1/03/2024;3692.69;738.54;464.93
411;45;1/04/2024;3758.07;751.61;467.01
412;45;1/05/2024;3686.63;737.33;451.41
413;45;1/06/2024;3679.06;735.81;527.34
414;45;1/07/2024;3752.63;750.53;532.73
415;45;1/08/2024;3673.27;734.65;472.45
416;45;1/09/2024;3620.07;724.01;544.61
417;45;1/10/2024;3731.63;746.33;476.62
418;45;1/11/2024;3719.39;743.88;488.21
419;45;1/12/2024;3661.78;732.36;470.66
420;46;1/01/2024;3944.17;986.04;313.6
421;46;1/02/2024;3821.59;955.4;280.82
422;46;1/03/2024;3938.06;984.51;271.73
423;46;1/04/2024;3973.53;993.38;284.13
424;46;1/05/2024;3872.11;968.03;284.9
425;46;1/06/2024;3897.59;974.4;308.83
426;46;1/07/2024;3801.58;950.39;298.13
427;46;1/08/2024;3953.31;988.33;328.46
428;46;1/09/2024;3861.8;965.45;282.73
429;46;1/10/2024;3859.08;964.77;295.4
430;46;1/11/2024;3900.35;975.09;274.38
431;46;1/12/2024;3892.59;973.15;273.13
432;47;1/10/2024;11696.66;4678.66;388.34
433;47;1/11/2024;11775.59;4710.24;413.66
434;47;1/12/2024;11889.74;4755.9;416.77
435;48;1/01/2024;10831.24;4332.5;650.59
436;48;1/02/2024;11038.73;4415.49;712.08
437;48;1/03/2024;11199.12;4479.65;602.19
438;48;1/04/2024;11321.2;4528.48;590.35
439;48;1/05/2024;10927.37;4370.95;607.08
440;48;1/06/2024;11100.55;4440.22;629.09
441;48;1/07/2024;11086.87;4434.75;596.65
442;48;1/08/2024;11220.66;4488.26;641.28
443;48;1/09/2024;10972.14;4388.86;625.73
444;48;1/10/2024;11368.87;4547.55;649.9
445;48;1/11/2024;11366.03;4546.41;621.53
446;48;1/12/2024;11027.49;4411.0;640.91
447;49;1/01/2024;6565.96;1641.49;426.37
448;49;1/02/2024;6785.28;1696.32;401.36
449;49;1/03/2024;6623.0;1655.75;373.2
450;49;1/04/2024;6722.52;1680.63;399.3
451;49;1/05/2024;6792.99;1698.25;404.45
452;49;1/06/2024;6784.0;1696.0;410.93
453;49;1/07/2024;6624.39;1656.1;375.11
454;49;1/08/2024;6496.98;1624.24;374.65
455;49;1/09/2024;6634.39;1658.6;373.08
456;49;1/10/2024;6633.36;1658.34;369.28
457;49;1/11/2024;6774.85;1693.71;399.59
458;49;1/12/2024;6624.89;1656.22;439.11
459;50;1/01/2024;9832.58;3933.03;599.62
460;50;1/02/2024;9961.02;3984.41;604.25
461;50;1/03/2024;9779.57;3911.83;611.49
462;50;1/04/2024;9747.46;3898.98;693.54
463;50;1/05/2024;9975.81;3990.32;691.93
464;50;1/06/2024;9884.3;3953.72;671.21
465;50;1/07/2024;9712.3;3884.92;714.74
466;50;1/08/2024;9610.21;3844.08;684.69
467;50;1/09/2024;9696.7;3878.68;704.65
468;50;1/10/2024;9728.85;3891.54;649.75
469;50;1/11/2024;9654.41;3861.76;627.73
470;50;1/12/2024;9747.54;3899.02;712.57
471;51;1/01/2024;7599.89;3039.96;434.33
472;51;1/02/2024;7498.11;2999.24;385.88
473;51;1/03/2024;7468.74;2987.5;396.82
474;51;1/04/2024;7727.03;3090.81;398.39
475;51;1/05/2024;7696.84;3078.74;381.55
476;51;1/06/2024;7708.12;3083.25;386.35
477;51;1/07/2024;7474.43;2989.77;409.79
478;51;1/08/2024;7630.16;3052.06;435.79
479;51;1/09/2024;7838.18;3135.27;432.55
480;51;1/10/2024;7761.02;3104.41;370.35
481;51;1/11/2024;7786.23;3114.49;424.12
482;51;1/12/2024;7565.41;3026.16;423.85
483;52;1/11/2024;4391.58;878.32;459.21
484;52;1/12/2024;4292.48;858.5;427.96
485;53;1/07/2024;6070.85;2124.8;440.9
486;53;1/08/2024;5847.23;2046.53;423.74
487;53;1/09/2024;5956.89;2084.91;441.22
488;53;1/10/2024;6033.98;2111.89;490.9
489;53;1/11/2024;5887.05;2060.47;431.87
490;53;1/12/2024;6079.85;2127.95;471.23
491;54;1/04/2024;4925.25;985.05;306.21
492;54;1/05/2024;4794.41;958.88;275.77
493;54;1/06/2024;4796.43;959.29;281.99
494;54;1/07/2024;4815.17;963.03;293.29
495;54;1/08/2024;4772.66;954.53;306.02
496;54;1/09/2024;4729.84;945.97;295.35
497;54;1/10/2024;4796.62;959.32;281.18
498;54;1/11/2024;4859.66;971.93;275.58
499;54;1/12/2024;4831.48;966.3;328.4
500;55;1/01/2024;7801.16;2730.41;521.36
501;55;1/02/2024;7910.22;2768.58;502.73
502;55;1/03/2024;7801.01;2730.35;458.4
503;55;1/04/2024;7732.04;2706.21;457.92
504;55;1/05/2024;7860.47;2751.16;480.04
505;55;1/06/2024;7930.84;2775.79;518.43
506;55;1/07/2024;7667.39;2683.59;474.87
507;55;1/08/2024;7716.44;2700.75;506.85
508;55;1/09/2024;7763.94;2717.38;541.73
509;55;1/10/2024;7749.46;2712.31;501.07
510;55;1/11/2024;7710.78;2698.77;496.47
511;55;1/12/2024;7829.17;2740.21;531.28
512;56;1/01/2024;8858.73;3543.49;526.86
513;56;1/02/2024;8608.88;3443.55;524.05
514;56;1/03/2024;8804.89;3521.96;528.62
515;56;1/04/2024;8971.67;3588.67;454.53
516;56;1/05/2024;8784.42;3513.77;520.44
517;56;1/06/2024;8739.52;3495.81;522.41
518;56;1/07/2024;8934.12;3573.65;494.99
519;56;1/08/2024;8956.27;3582.51;484.13
520;56;1/09/2024;9004.67;3601.87;531.0
521;56;1/10/2024;8694.37;3477.75;457.82
522;56;1/11/2024;9032.79;3613.12;475.93
523;56;1/12/2024;8897.28;3558.91;493.38
524;57;1/02/2024;7087.78;2835.11;406.2
525;57;1/03/2024;7180.26;2872.1;446.41
526;57;1/04/2024;7091.38;2836.55;464.19
527;57;1/05/2024;7211.61;2884.64;470.33
528;57;1/06/2024;7055.12;2822.05;478.18
529;57;1/07/2024;7166.41;2866.56;467.16
530;57;1/08/2024;7289.2;2915.68;465.76
531;57;1/09/2024;7233.02;2893.21;412.89
532;58;1/01/2024;5482.51;1918.88;531.6
533;58;1/02/2024;5622.47;1967.86;468.82
534;58;1/03/2024;5437.08;1902.98;498.11
535;58;1/04/2024;5469.86;1914.45;474.18
536;58;1/05/2024;5662.93;1982.03;535.82
537;58;1/06/2024;5578.85;1952.6;458.61
538;58;1/07/2024;5642.88;1975.01;464.82
539;58;1/08/2024;5546.52;1941.28;461.65
540;58;1/09/2024;5679.64;1987.87;523.88
541;58;1/10/2024;5553.0;1943.55;498.5
542;58;1/11/2024;5435.09;1902.28;494.95
543;58;1/12/2024;5496.86;1923.9;479.48
544;59;1/01/2024;6315.19;1578.8;290.03
545;59;1/02/2024;6223.87;1555.97;320.86
546;59;1/03/2024;6327.84;1581.96;294.94
547;59;1/04/2024;6348.03;1587.01;304.72
548;59;1/05/2024;6422.38;1605.6;329.94
549;59;1/06/2024;6203.14;1550.79;293.98
550;59;1/07/2024;6353.61;1588.4;313.48
551;59;1/08/2024;6486.89;1621.72;324.3
552;59;1/09/2024;6465.52;1616.38;283.91
553;59;1/10/2024;6210.62;1552.65;271.14
554;59;1/11/2024;6373.52;1593.38;303.2
555;60;1/01/2024;8442.77;3377.11;700.59
556;60;1/02/2024;8221.22;3288.49;665.95
557;60;1/03/2024;8441.89;3376.76;643.28
558;60;1/04/2024;8354.35;3341.74;605.97
559;60;1/05/2024;8475.26;3390.1;646.0
560;60;1/06/2024;8355.13;3342.05;650.99
561;60;1/07/2024;8417.49;3367.0;674.05
562;60;1/08/2024;8556.78;3422.71;695.95
563;60;1/09/2024;8470.67;3388.27;645.9
