record_id;employee_id;month;hours_worked;available_hours;overtime_hours
85;9;1/08/2024;137.87;160;0.0
86;9;1/09/2024;142.47;160;0.0
87;9;1/10/2024;163.73;160;3.73
88;9;1/11/2024;154.93;160;0.0
89;9;1/12/2024;142.05;160;0.0
90;10;1/01/2024;157.7;160;0.0
91;10;1/02/2024;151.46;160;0.0
92;10;1/03/2024;164.53;160;4.53
93;10;1/04/2024;139.47;160;0.0
94;10;1/05/2024;145.09;160;0.0
95;10;1/06/2024;144.12;160;0.0
96;11;1/01/2024;128.05;160;0.0
97;11;1/02/2024;154.44;160;0.0
98;11;1/03/2024;153.92;160;0.0
99;11;1/04/2024;150.08;160;0.0
100;11;1/05/2024;146.48;160;0.0
101;11;1/06/2024;128.77;160;0.0
102;11;1/07/2024;143.69;160;0.0
103;11;1/08/2024;144.86;160;0.0
104;11;1/09/2024;137.97;160;0.0
105;11;1/10/2024;147.58;160;0.0
106;11;1/11/2024;156.06;160;0.0
107;11;1/12/2024;178.29;160;18.29
108;12;1/01/2024;152.62;160;0.0
109;12;1/02/2024;153.86;160;0.0
110;12;1/03/2024;148.88;160;0.0
111;12;1/04/2024;121.22;160;0.0
112;12;1/05/2024;149.6;160;0.0
113;12;1/06/2024;150.9;160;0.0
114;12;1/07/2024;186.95;160;26.95
115;12;1/08/2024;147.11;160;0.0
116;12;1/09/2024;154.52;160;0.0
117;12;1/10/2024;149.48;160;0.0
118;12;1/11/2024;132.47;160;0.0
119;12;1/12/2024;167.14;160;7.14
120;13;1/08/2024;161.28;160;1.28
121;13;1/09/2024;161.87;160;1.87
122;14;1/01/2024;136.36;160;0.0
123;14;1/02/2024;171.04;160;11.04
124;14;1/03/2024;128.97;160;0.0
125;14;1/04/2024;158.8;160;0.0
126;14;1/05/2024;182.86;160;22.86
127;14;1/06/2024;135.14;160;0.0
128;14;1/07/2024;141.51;160;0.0
129;14;1/08/2024;151.49;160;0.0
130;14;1/09/2024;142.45;160;0.0
131;14;1/10/2024;126.74;160;0.0
132;14;1/11/2024;151.03;160;0.0
133;14;1/12/2024;134.07;160;0.0
134;15;1/01/2024;157.1;160;0.0
135;15;1/02/2024;136.21;160;0.0
136;15;1/03/2024;173.25;160;13.25
137;15;1/04/2024;138.25;160;0.0
138;15;1/05/2024;145.17;160;0.0
139;15;1/06/2024;162.2;160;2.2
140;15;1/07/2024;131.54;160;0.0
141;15;1/08/2024;153.41;160;0.0
142;15;1/09/2024;169.61;160;9.61
143;15;1/10/2024;125.89;160;0.0
144;15;1/11/2024;152.77;160;0.0
145;15;1/12/2024;153.9;160;0.0
146;16;1/01/2024;161.73;160;1.73
147;16;1/02/2024;131.45;160;0.0
148;16;1/03/2024;130.19;160;0.0
149;16;1/04/2024;157.83;160;0.0
150;16;1/05/2024;154.45;160;0.0
151;16;1/06/2024;153.76;160;0.0
152;16;1/07/2024;155.2;160;0.0
153;16;1/08/2024;139.8;160;0.0
154;16;1/09/2024;153.48;160;0.0
155;16;1/10/2024;154.4;160;0.0
156;16;1/11/2024;139.28;160;0.0
157;16;1/12/2024;177.99;160;17.99
158;17;1/01/2024;157.11;160;0.0
159;17;1/02/2024;132.13;160;0.0
160;17;1/03/2024;159.85;160;0.0
161;17;1/04/2024;135.38;160;0.0
162;17;1/05/2024;161.81;160;1.81
163;17;1/06/2024;167.38;160;7.38
164;17;1/07/2024;137.69;160;0.0
165;17;1/08/2024;164.45;160;4.45
166;17;1/09/2024;156.19;160;0.0
167;17;1/10/2024;162.33;160;2.33
168;17;1/11/2024;178.45;160;18.45
169;17;1/12/2024;146.32;160;0.0
170;18;1/01/2024;138.69;160;0.0
171;18;1/02/2024;136.66;160;0.0
172;18;1/03/2024;137.76;160;0.0
173;18;1/04/2024;148.84;160;0.0
174;18;1/05/2024;155.12;160;0.0
175;18;1/06/2024;154.15;160;0.0
176;18;1/07/2024;162.41;160;2.41
177;18;1/08/2024;150.2;160;0.0
178;18;1/09/2024;171.8;160;11.8
179;18;1/10/2024;146.03;160;0.0
180;18;1/11/2024;190.8;160;30.8
181;18;1/12/2024;159.39;160;0.0
182;19;1/02/2024;137.14;160;0.0
183;19;1/03/2024;133.94;160;0.0
184;19;1/04/2024;157.24;160;0.0
185;19;1/05/2024;146.65;160;0.0
186;19;1/06/2024;160.71;160;0.71
187;19;1/07/2024;157.1;160;0.0
188;19;1/08/2024;148.91;160;0.0
189;19;1/09/2024;137.3;160;0.0
190;19;1/10/2024;127.28;160;0.0
191;19;1/11/2024;143.3;160;0.0
192;19;1/12/2024;162.85;160;2.85
193;20;1/11/2024;153.21;160;0.0
194;20;1/12/2024;131.31;160;0.0
195;21;1/01/2024;152.6;160;0.0
196;21;1/02/2024;155.78;160;0.0
197;21;1/03/2024;136.74;160;0.0
198;21;1/04/2024;152.31;160;0.0
199;21;1/05/2024;150.87;160;0.0
200;21;1/06/2024;132.86;160;0.0
201;21;1/07/2024;155.37;160;0.0
202;21;1/08/2024;158.41;160;0.0
203;21;1/09/2024;166.25;160;6.25
204;21;1/10/2024;165.81;160;5.81
205;21;1/11/2024;129.33;160;0.0
206;21;1/12/2024;135.93;160;0.0
207;22;1/01/2024;157.73;160;0.0
208;22;1/02/2024;157.71;160;0.0
209;22;1/03/2024;157.73;160;0.0
210;22;1/04/2024;200.0;160;40.0
211;22;1/05/2024;158.56;160;0.0
212;22;1/06/2024;167.03;160;7.03
213;22;1/07/2024;164.31;160;4.31
214;22;1/08/2024;159.77;160;0.0
215;22;1/09/2024;145.27;160;0.0
216;22;1/10/2024;161.38;160;1.38
217;22;1/11/2024;138.41;160;0.0
218;22;1/12/2024;146.45;160;0.0
219;23;1/12/2024;142.72;160;0.0
220;24;1/01/2024;151.23;160;0.0
221;24;1/02/2024;184.72;160;24.72
222;24;1/03/2024;121.99;160;0.0
223;24;1/04/2024;160.29;160;0.29
224;24;1/05/2024;125.81;160;0.0
225;24;1/06/2024;142.92;160;0.0
226;24;1/07/2024;166.33;160;6.33
227;24;1/08/2024;150.96;160;0.0
228;24;1/09/2024;133.83;160;0.0
229;24;1/10/2024;139.27;160;0.0
230;24;1/11/2024;160.19;160;0.19
231;24;1/12/2024;139.04;160;0.0
232;25;1/01/2024;153.25;160;0.0
233;25;1/02/2024;150.68;160;0.0
234;25;1/03/2024;140.23;160;0.0
235;25;1/04/2024;182.16;160;22.16
236;25;1/05/2024;159.51;160;0.0
237;25;1/06/2024;119.62;160;0.0
238;25;1/07/2024;152.8;160;0.0
239;25;1/08/2024;140.07;160;0.0
240;25;1/09/2024;162.79;160;2.79
241;25;1/10/2024;138.11;160;0.0
242;25;1/11/2024;148.28;160;0.0
243;25;1/12/2024;157.57;160;0.0
244;26;1/01/2024;162.99;160;2.99
245;26;1/02/2024;132.0;160;0.0
246;26;1/03/2024;144.98;160;0.0
247;26;1/04/2024;142.88;160;0.0
248;26;1/05/2024;140.2;160;0.0
249;26;1/06/2024;176.48;160;16.48
250;26;1/07/2024;156.07;160;0.0
251;26;1/08/2024;131.09;160;0.0
252;26;1/09/2024;163.77;160;3.77
253;26;1/10/2024;181.83;160;21.83
254;26;1/11/2024;165.49;160;5.49
255;26;1/12/2024;127.21;160;0.0
256;27;1/01/2024;142.74;160;0.0
257;27;1/02/2024;169.0;160;9.0
258;27;1/03/2024;139.38;160;0.0
259;27;1/04/2024;156.66;160;0.0
260;27;1/05/2024;161.62;160;1.62
261;27;1/06/2024;136.1;160;0.0
262;27;1/07/2024;149.11;160;0.0
263;28;1/02/2024;101.38;160;0.0
264;28;1/03/2024;134.63;160;0.0
265;28;1/04/2024;146.21;160;0.0
266;28;1/05/2024;131.28;160;0.0
267;28;1/06/2024;174.49;160;14.49
268;28;1/07/2024;128.55;160;0.0
269;28;1/08/2024;143.4;160;0.0
270;28;1/09/2024;151.96;160;0.0
271;28;1/10/2024;171.62;160;11.62
272;28;1/11/2024;128.46;160;0.0
273;28;1/12/2024;167.45;160;7.45
274;29;1/01/2024;150.15;160;0.0
275;29;1/02/2024;135.28;160;0.0
276;29;1/03/2024;156.93;160;0.0
277;29;1/04/2024;152.99;160;0.0
278;29;1/05/2024;141.0;160;0.0
279;29;1/06/2024;151.05;160;0.0
280;29;1/07/2024;144.22;160;0.0
281;29;1/08/2024;151.7;160;0.0
282;29;1/09/2024;159.93;160;0.0
283;29;1/10/2024;173.79;160;13.79
284;29;1/11/2024;131.43;160;0.0
285;29;1/12/2024;182.0;160;22.0
286;30;1/01/2024;120.72;160;0.0
287;30;1/02/2024;147.72;160;0.0
288;30;1/03/2024;158.82;160;0.0
289;30;1/04/2024;154.21;160;0.0
290;30;1/05/2024;140.66;160;0.0
291;30;1/06/2024;146.88;160;0.0
292;30;1/07/2024;142.6;160;0.0
293;30;1/08/2024;141.16;160;0.0
294;30;1/09/2024;162.74;160;2.74
295;30;1/10/2024;155.36;160;0.0
296;30;1/11/2024;139.61;160;0.0
297;30;1/12/2024;163.49;160;3.49
298;31;1/01/2024;154.61;160;0.0
299;31;1/02/2024;162.19;160;2.19
300;31;1/03/2024;159.44;160;0.0
301;32;1/01/2024;137.57;160;0.0
302;32;1/02/2024;141.6;160;0.0
303;32;1/03/2024;161.21;160;1.21
304;32;1/04/2024;159.16;160;0.0
305;32;1/05/2024;149.69;160;0.0
306;32;1/06/2024;151.76;160;0.0
307;32;1/07/2024;169.16;160;9.16
308;32;1/08/2024;141.13;160;0.0
309;32;1/09/2024;158.21;160;0.0
310;32;1/10/2024;146.97;160;0.0
311;32;1/11/2024;146.73;160;0.0
312;32;1/12/2024;166.48;160;6.48
313;33;1/01/2024;162.38;160;2.38
314;33;1/02/2024;162.2;160;2.2
315;33;1/03/2024;169.58;160;9.58
316;33;1/04/2024;150.32;160;0.0
317;33;1/05/2024;160.23;160;0.23
318;33;1/06/2024;145.35;160;0.0
319;33;1/07/2024;154.86;160;0.0
320;33;1/08/2024;148.05;160;0.0
321;33;1/09/2024;151.45;160;0.0
322;33;1/10/2024;158.93;160;0.0
323;33;1/11/2024;137.73;160;0.0
324;33;1/12/2024;181.39;160;21.39
325;34;1/12/2024;134.91;160;0.0
326;35;1/01/2024;131.79;160;0.0
327;35;1/02/2024;167.37;160;7.37
328;35;1/03/2024;161.87;160;1.87
329;35;1/04/2024;159.36;160;0.0
330;35;1/05/2024;159.43;160;0.0
331;35;1/06/2024;149.82;160;0.0
332;35;1/07/2024;136.54;160;0.0
333;35;1/08/2024;151.14;160;0.0
334;35;1/09/2024;139.84;160;0.0
335;35;1/10/2024;164.63;160;4.63
336;35;1/11/2024;147.79;160;0.0
337;35;1/12/2024;137.62;160;0.0
338;36;1/11/2024;145.18;160;0.0
339;36;1/12/2024;156.19;160;0.0
340;37;1/05/2024;141.54;160;0.0
341;37;1/06/2024;137.67;160;0.0
342;37;1/07/2024;153.66;160;0.0
343;37;1/08/2024;153.67;160;0.0
344;37;1/09/2024;142.4;160;0.0
345;37;1/10/2024;142.93;160;0.0
346;37;1/11/2024;153.48;160;0.0
347;37;1/12/2024;128.28;160;0.0
348;38;1/01/2024;128.89;160;0.0
349;38;1/02/2024;139.22;160;0.0
350;38;1/03/2024;146.8;160;0.0
351;38;1/04/2024;154.66;160;0.0
352;38;1/05/2024;172.13;160;12.13
353;38;1/06/2024;162.86;160;2.86
354;38;1/07/2024;147.6;160;0.0
355;38;1/08/2024;149.71;160;0.0
356;38;1/09/2024;134.96;160;0.0
357;38;1/10/2024;149.72;160;0.0
358;38;1/11/2024;145.67;160;0.0
359;38;1/12/2024;154.84;160;0.0
360;39;1/01/2024;137.59;160;0.0
361;39;1/02/2024;157.79;160;0.0
362;39;1/03/2024;172.99;160;12.99
363;39;1/04/2024;148.37;160;0.0
364;39;1/05/2024;156.03;160;0.0
365;39;1/06/2024;160.35;160;0.35
366;39;1/07/2024;143.98;160;0.0
367;39;1/08/2024;153.36;160;0.0
368;39;1/09/2024;150.19;160;0.0
369;39;1/10/2024;151.47;160;0.0
370;39;1/11/2024;138.4;160;0.0
371;39;1/12/2024;150.37;160;0.0
372;40;1/12/2024;157.47;160;0.0
373;41;1/05/2024;171.77;160;11.77
374;41;1/06/2024;164.39;160;4.39
375;41;1/07/2024;182.3;160;22.3
376;41;1/08/2024;138.49;160;0.0
377;41;1/09/2024;163.08;160;3.08
378;41;1/10/2024;152.75;160;0.0
379;41;1/11/2024;182.85;160;22.85
380;41;1/12/2024;137.88;160;0.0
381;42;1/01/2024;137.4;160;0.0
382;42;1/02/2024;141.01;160;0.0
383;42;1/03/2024;118.14;160;0.0
384;42;1/04/2024;142.11;160;0.0
385;42;1/05/2024;138.61;160;0.0
386;42;1/06/2024;152.26;160;0.0
387;42;1/07/2024;155.13;160;0.0
388;42;1/08/2024;178.14;160;18.14
389;42;1/09/2024;164.26;160;4.26
390;42;1/10/2024;141.35;160;0.0
391;42;1/11/2024;136.52;160;0.0
392;42;1/12/2024;157.38;160;0.0
393;43;1/05/2024;130.2;160;0.0
394;43;1/06/2024;177.47;160;17.47
395;43;1/07/2024;167.69;160;7.69
396;43;1/08/2024;142.96;160;0.0
397;43;1/09/2024;124.3;160;0.0
398;43;1/10/2024;170.31;160;10.31
399;43;1/11/2024;148.28;160;0.0
400;43;1/12/2024;168.57;160;8.57
401;44;1/06/2024;126.08;160;0.0
402;44;1/07/2024;141.01;160;0.0
403;44;1/08/2024;150.08;160;0.0
404;44;1/09/2024;150.7;160;0.0
405;44;1/10/2024;143.25;160;0.0
406;44;1/11/2024;159.34;160;0.0
407;44;1/12/2024;133.99;160;0.0
408;45;1/01/2024;147.86;160;0.0
409;45;1/02/2024;151.8;160;0.0
410;45;1/03/2024;157.72;160;0.0
411;45;1/04/2024;160.67;160;0.67
412;45;1/05/2024;133.13;160;0.0
413;45;1/06/2024;126.99;160;0.0
414;45;1/07/2024;169.17;160;9.17
415;45;1/08/2024;154.98;160;0.0
416;45;1/09/2024;138.77;160;0.0
417;45;1/10/2024;173.27;160;13.27
418;45;1/11/2024;151.74;160;0.0
419;45;1/12/2024;167.69;160;7.69
420;46;1/01/2024;151.01;160;0.0
421;46;1/02/2024;180.91;160;20.91
422;46;1/03/2024;176.33;160;16.33
423;46;1/04/2024;146.27;160;0.0
424;46;1/05/2024;164.57;160;4.57
425;46;1/06/2024;159.68;160;0.0
426;46;1/07/2024;170.53;160;10.53
427;46;1/08/2024;135.53;160;0.0
428;46;1/09/2024;160.29;160;0.29
429;46;1/10/2024;165.88;160;5.88
430;46;1/11/2024;123.62;160;0.0
431;46;1/12/2024;132.25;160;0.0
432;47;1/10/2024;119.41;160;0.0
433;47;1/11/2024;145.96;160;0.0
434;47;1/12/2024;160.76;160;0.76
435;48;1/01/2024;172.54;160;12.54
436;48;1/02/2024;151.11;160;0.0
437;48;1/03/2024;174.43;160;14.43
438;48;1/04/2024;129.3;160;0.0
439;48;1/05/2024;124.45;160;0.0
440;48;1/06/2024;149.17;160;0.0
441;48;1/07/2024;155.76;160;0.0
442;48;1/08/2024;149.51;160;0.0
443;48;1/09/2024;118.99;160;0.0
444;48;1/10/2024;148.66;160;0.0
445;48;1/11/2024;130.43;160;0.0
446;48;1/12/2024;160.05;160;0.05
447;49;1/01/2024;155.5;160;0.0
448;49;1/02/2024;135.9;160;0.0
449;49;1/03/2024;142.29;160;0.0
450;49;1/04/2024;134.11;160;0.0
451;49;1/05/2024;149.06;160;0.0
452;49;1/06/2024;164.33;160;4.33
453;49;1/07/2024;135.21;160;0.0
454;49;1/08/2024;157.56;160;0.0
455;49;1/09/2024;142.05;160;0.0
456;49;1/10/2024;138.11;160;0.0
457;49;1/11/2024;148.39;160;0.0
458;49;1/12/2024;134.47;160;0.0
459;50;1/01/2024;141.7;160;0.0
460;50;1/02/2024;132.03;160;0.0
461;50;1/03/2024;179.47;160;19.47
462;50;1/04/2024;150.53;160;0.0
463;50;1/05/2024;139.5;160;0.0
464;50;1/06/2024;153.21;160;0.0
465;50;1/07/2024;148.32;160;0.0
466;50;1/08/2024;146.69;160;0.0
467;50;1/09/2024;159.21;160;0.0
468;50;1/10/2024;161.36;160;1.36
469;50;1/11/2024;142.04;160;0.0
470;50;1/12/2024;141.36;160;0.0
471;51;1/01/2024;145.87;160;0.0
472;51;1/02/2024;115.47;160;0.0
473;51;1/03/2024;127.27;160;0.0
474;51;1/04/2024;170.5;160;10.5
475;51;1/05/2024;174.67;160;14.67
476;51;1/06/2024;146.26;160;0.0
477;51;1/07/2024;158.65;160;0.0
478;51;1/08/2024;154.67;160;0.0
479;51;1/09/2024;196.18;160;36.18
480;51;1/10/2024;166.79;160;6.79
481;51;1/11/2024;148.08;160;0.0
482;51;1/12/2024;135.67;160;0.0
483;52;1/11/2024;125.9;160;0.0
484;52;1/12/2024;153.05;160;0.0
485;53;1/07/2024;138.65;160;0.0
486;53;1/08/2024;128.67;160;0.0
487;53;1/09/2024;140.3;160;0.0
488;53;1/10/2024;133.78;160;0.0
489;53;1/11/2024;175.31;160;15.31
490;53;1/12/2024;163.22;160;3.22
491;54;1/04/2024;149.88;160;0.0
492;54;1/05/2024;172.2;160;12.2
493;54;1/06/2024;151.16;160;0.0
494;54;1/07/2024;137.08;160;0.0
495;54;1/08/2024;172.85;160;12.85
496;54;1/09/2024;158.08;160;0.0
497;54;1/10/2024;134.44;160;0.0
498;54;1/11/2024;147.14;160;0.0
499;54;1/12/2024;136.87;160;0.0
500;55;1/01/2024;129.26;160;0.0
501;55;1/02/2024;163.89;160;3.89
502;55;1/03/2024;178.64;160;18.64
503;55;1/04/2024;129.02;160;0.0
504;55;1/05/2024;158.44;160;0.0
505;55;1/06/2024;140.24;160;0.0
506;55;1/07/2024;142.69;160;0.0
507;55;1/08/2024;141.11;160;0.0
508;55;1/09/2024;137.04;160;0.0
509;55;1/10/2024;150.73;160;0.0
510;55;1/11/2024;137.54;160;0.0
511;55;1/12/2024;154.06;160;0.0
512;56;1/01/2024;149.25;160;0.0
513;56;1/02/2024;146.42;160;0.0
514;56;1/03/2024;136.39;160;0.0
515;56;1/04/2024;141.35;160;0.0
516;56;1/05/2024;161.33;160;1.33
517;56;1/06/2024;157.51;160;0.0
518;56;1/07/2024;135.34;160;0.0
519;56;1/08/2024;151.49;160;0.0
520;56;1/09/2024;161.27;160;1.27
521;56;1/10/2024;124.96;160;0.0
522;56;1/11/2024;158.15;160;0.0
523;56;1/12/2024;140.06;160;0.0
524;57;1/02/2024;158.56;160;0.0
525;57;1/03/2024;138.55;160;0.0
526;57;1/04/2024;122.93;160;0.0
527;57;1/05/2024;125.59;160;0.0
528;57;1/06/2024;150.72;160;0.0
529;57;1/07/2024;153.9;160;0.0
530;57;1/08/2024;136.44;160;0.0
531;57;1/09/2024;159.58;160;0.0
532;58;1/01/2024;125.08;160;0.0
533;58;1/02/2024;149.01;160;0.0
534;58;1/03/2024;131.83;160;0.0
535;58;1/04/2024;140.22;160;0.0
536;58;1/05/2024;150.71;160;0.0
537;58;1/06/2024;137.09;160;0.0
538;58;1/07/2024;144.23;160;0.0
539;58;1/08/2024;165.09;160;5.09
540;58;1/09/2024;141.35;160;0.0
541;58;1/10/2024;162.54;160;2.54
542;58;1/11/2024;133.05;160;0.0
543;58;1/12/2024;157.95;160;0.0
544;59;1/01/2024;171.62;160;11.62
545;59;1/02/2024;112.93;160;0.0
546;59;1/03/2024;138.05;160;0.0
547;59;1/04/2024;158.66;160;0.0
548;59;1/05/2024;146.95;160;0.0
549;59;1/06/2024;155.57;160;0.0
550;59;1/07/2024;140.94;160;0.0
551;59;1/08/2024;151.3;160;0.0
552;59;1/09/2024;147.66;160;0.0
553;59;1/10/2024;167.52;160;7.52
554;59;1/11/2024;153.82;160;0.0
555;60;1/01/2024;155.06;160;0.0
556;60;1/02/2024;143.82;160;0.0
557;60;1/03/2024;142.69;160;0.0
558;60;1/04/2024;143.51;160;0.0
559;60;1/05/2024;155.92;160;0.0
560;60;1/06/2024;143.69;160;0.0
561;60;1/07/2024;154.35;160;0.0
562;60;1/08/2024;181.13;160;21.13
563;60;1/09/2024;163.07;160;3.07
564;60;1/10/2024;145.11;160;0.0
565;60;1/11/2024;168.02;160;8.02
566;60;1/12/2024;143.88;160;0.0
567;61;1/01/2024;119.43;160;0.0
568;61;1/02/2024;134.88;160;0.0
569;61;1/03/2024;121.94;160;0.0
570;61;1/04/2024;144.73;160;0.0
571;61;1/05/2024;150.28;160;0.0
572;61;1/06/2024;175.15;160;15.15
573;61;1/07/2024;154.9;160;0.0
574;61;1/08/2024;146.71;160;0.0
575;61;1/09/2024;162.44;160;2.44
576;61;1/10/2024;116.83;160;0.0
577;61;1/11/2024;153.53;160;0.0
578;61;1/12/2024;161.56;160;1.56
579;62;1/12/2024;127.82;160;0.0
580;63;1/01/2024;167.16;160;7.16
581;63;1/02/2024;155.08;160;0.0
582;63;1/03/2024;143.77;160;0.0
583;63;1/04/2024;159.49;160;0.0
584;63;1/05/2024;184.06;160;24.06
585;63;1/06/2024;152.73;160;0.0
586;63;1/07/2024;153.72;160;0.0
587;63;1/08/2024;143.11;160;0.0
588;63;1/09/2024;137.25;160;0.0
589;63;1/10/2024;162.46;160;2.46
590;63;1/11/2024;137.16;160;0.0
591;63;1/12/2024;151.07;160;0.0
592;64;1/01/2024;142.84;160;0.0
593;64;1/02/2024;157.18;160;0.0
594;64;1/03/2024;155.0;160;0.0
595;64;1/04/2024;165.56;160;5.56
596;64;1/05/2024;142.35;160;0.0
597;64;1/06/2024;145.95;160;0.0
598;64;1/07/2024;135.32;160;0.0
599;64;1/08/2024;143.34;160;0.0
600;64;1/09/2024;155.66;160;0.0
601;64;1/10/2024;161.35;160;1.35
602;64;1/11/2024;136.17;160;0.0
603;64;1/12/2024;163.04;160;3.04
604;65;1/01/2024;170.33;160;10.33
605;65;1/02/2024;156.2;160;0.0
606;65;1/03/2024;178.15;160;18.15
607;65;1/04/2024;138.39;160;0.0
608;65;1/05/2024;131.33;160;0.0
609;65;1/06/2024;123.32;160;0.0
610;65;1/07/2024;172.44;160;12.44
611;65;1/08/2024;159.82;160;0.0
612;65;1/09/2024;149.17;160;0.0
613;66;1/01/2024;154.2;160;0.0
614;66;1/02/2024;133.12;160;0.0
615;66;1/03/2024;186.69;160;26.69
616;66;1/04/2024;151.94;160;0.0
617;66;1/05/2024;151.64;160;0.0
618;66;1/06/2024;160.89;160;0.89
619;66;1/07/2024;157.22;160;0.0
620;66;1/08/2024;153.36;160;0.0
621;66;1/09/2024;138.14;160;0.0
622;66;1/10/2024;157.07;160;0.0
623;66;1/11/2024;178.23;160;18.23
624;66;1/12/2024;170.18;160;10.18
625;67;1/07/2024;173.9;160;13.9
626;67;1/08/2024;142.33;160;0.0
627;67;1/09/2024;135.16;160;0.0
628;67;1/10/2024;148.11;160;0.0
629;67;1/11/2024;150.84;160;0.0
630;68;1/12/2024;166.41;160;6.41
631;69;1/01/2024;124.61;160;0.0
632;69;1/02/2024;172.94;160;12.94
633;69;1/03/2024;147.63;160;0.0
634;69;1/04/2024;143.6;160;0.0
635;69;1/05/2024;134.82;160;0.0
636;69;1/06/2024;125.18;160;0.0
637;69;1/07/2024;162.35;160;2.35
638;69;1/08/2024;151.1;160;0.0
639;69;1/09/2024;130.65;160;0.0
640;69;1/10/2024;130.57;160;0.0
641;69;1/11/2024;144.96;160;0.0
642;69;1/12/2024;175.04;160;15.04
643;70;1/01/2024;146.11;160;0.0
644;70;1/02/2024;127.45;160;0.0
645;70;1/03/2024;146.31;160;0.0
646;70;1/04/2024;145.91;160;0.0
647;71;1/01/2024;109.55;160;0.0
648;71;1/02/2024;149.19;160;0.0
649;71;1/03/2024;146.54;160;0.0
650;71;1/04/2024;160.44;160;0.44
651;71;1/05/2024;177.73;160;17.73
652;71;1/06/2024;166.9;160;6.9
653;71;1/07/2024;145.97;160;0.0
654;71;1/08/2024;133.4;160;0.0
655;71;1/09/2024;188.6;160;28.6
656;71;1/10/2024;150.89;160;0.0
657;71;1/11/2024;150.21;160;0.0
658;71;1/12/2024;149.64;160;0.0
659;72;1/01/2024;152.97;160;0.0
660;72;1/02/2024;147.83;160;0.0
661;72;1/03/2024;141.4;160;0.0
662;72;1/04/2024;141.8;160;0.0
663;72;1/05/2024;149.51;160;0.0
